id,transaction_id,priority,status,reason,created_step,unread,contact
RC00000793,TX0000075993,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,105,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000794,TX0000076030,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,142,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000795,TX0000076077,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,189,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000796,TX0000076151,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,263,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000797,TX0000076188,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,300,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000798,TX0000076346,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,458,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000799,TX0000076568,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,680,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000800,TX0000076726,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,94,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000801,TX0000076763,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,131,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000802,TX0000076800,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,168,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000803,TX0000076847,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,215,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000804,TX0000076921,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,289,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000805,TX0000076958,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,326,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000806,TX0000077116,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,484,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000807,TX0000077338,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,706,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000808,TX0000077496,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,120,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000809,TX0000077533,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,157,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000810,TX0000077570,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,194,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000811,TX0000077691,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,315,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000812,TX0000077728,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,352,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000813,TX0000077795,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,419,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000814,TX0000078108,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,732,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000815,TX0000078145,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,25,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000816,TX0000078266,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,146,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000817,TX0000078303,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,183,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000818,TX0000078340,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,220,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000819,TX0000078461,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,341,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000820,TX0000078498,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,378,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000821,TX0000078878,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,14,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000822,TX0000078915,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,51,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000823,TX0000079036,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,172,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000824,TX0000079073,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,209,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000825,TX0000079110,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,246,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000826,TX0000079231,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,367,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000827,TX0000079268,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,404,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000828,TX0000079648,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,40,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000829,TX0000079685,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,77,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000830,TX0000079806,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,198,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000831,TX0000079843,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,235,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000832,TX0000079880,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,272,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000833,TX0000079897,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,289,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000834,TX0000080001,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,393,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000835,TX0000080038,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,430,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000836,TX0000080260,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,652,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000837,TX0000080418,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,66,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000838,TX0000080455,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,103,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000839,TX0000080576,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,224,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000840,TX0000080613,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,261,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000841,TX0000080650,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,298,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000842,TX0000080667,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,315,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000843,TX0000080808,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,456,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000844,TX0000081030,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,678,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000845,TX0000081188,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,92,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000846,TX0000081225,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,129,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000847,TX0000081346,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,250,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000848,TX0000081383,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,287,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000849,TX0000081420,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,324,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000850,TX0000081800,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,704,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000851,TX0000081837,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,741,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000852,TX0000081958,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,118,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000853,TX0000081995,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,155,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000854,TX0000082116,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,276,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000855,TX0000082153,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,313,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000856,TX0000082190,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,350,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000857,TX0000082570,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,730,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000858,TX0000082607,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,23,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000859,TX0000082728,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,144,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000860,TX0000082765,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,181,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000861,TX0000082769,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,185,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000862,TX0000082923,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,339,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000863,TX0000082960,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,376,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000864,TX0000083145,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,561,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000865,TX0000083340,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,12,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000866,TX0000083377,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,49,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000867,TX0000083414,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,86,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000868,TX0000083498,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,170,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000869,TX0000083535,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,207,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000870,TX0000083539,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,211,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000871,TX0000083693,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,365,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000872,TX0000083730,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,402,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000873,TX0000083915,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,587,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000874,TX0000084110,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,38,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000875,TX0000084147,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,75,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000876,TX0000084184,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,112,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000877,TX0000084268,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,196,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000878,TX0000084305,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,233,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000879,TX0000084500,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,428,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000880,TX0000084685,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,613,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000881,TX0000084722,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,650,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000882,TX0000084880,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,64,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000883,TX0000084917,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,101,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000884,TX0000084954,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,138,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000885,TX0000085038,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,222,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000886,TX0000085075,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,259,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000887,TX0000085270,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,454,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000888,TX0000085455,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,639,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000889,TX0000085492,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,676,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000890,TX0000085641,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,81,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000891,TX0000085650,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,90,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000892,TX0000085687,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,127,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000893,TX0000085724,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,164,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000894,TX0000085808,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,248,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000895,TX0000085845,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,285,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000896,TX0000086225,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,665,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000897,TX0000086262,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,702,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000898,TX0000086411,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,107,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000899,TX0000086420,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,116,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000900,TX0000086457,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,153,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000901,TX0000086494,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,190,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000902,TX0000086615,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,311,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000903,TX0000086837,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,533,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000904,TX0000086995,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,691,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000905,TX0000087032,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,728,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000906,TX0000087190,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,142,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000907,TX0000087227,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,179,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000908,TX0000087264,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,216,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000909,TX0000087385,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,337,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000910,TX0000087607,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,559,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000911,TX0000087765,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,717,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000912,TX0000087802,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,10,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000913,TX0000087960,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,168,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000914,TX0000087997,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,205,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000915,TX0000088034,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,242,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000916,TX0000088377,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,585,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000917,TX0000088414,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,622,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000918,TX0000088513,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,721,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000919,TX0000088535,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,743,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000920,TX0000088572,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,36,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000921,TX0000088683,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,147,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000922,TX0000088730,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,194,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000923,TX0000088767,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,231,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000924,TX0000088804,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,268,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000925,TX0000089147,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,611,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000926,TX0000089184,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,648,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000927,TX0000089283,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,3,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000928,TX0000089305,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,25,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000929,TX0000089342,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,62,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000930,TX0000089453,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,173,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000931,TX0000089500,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,220,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000932,TX0000089537,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,257,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000933,TX0000089574,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,294,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000934,TX0000089917,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,637,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000935,TX0000089954,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,674,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000936,TX0000090075,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,51,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000937,TX0000090112,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,88,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000938,TX0000090223,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,199,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000939,TX0000090270,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,246,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000940,TX0000090307,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,283,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000941,TX0000090344,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,320,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000942,TX0000090687,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,663,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000943,TX0000090724,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,700,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000944,TX0000090845,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,77,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000945,TX0000090882,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,114,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000946,TX0000090993,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,225,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000947,TX0000091077,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,309,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000948,TX0000091114,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,346,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000949,TX0000091299,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,531,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000950,TX0000091385,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,617,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000951,TX0000091457,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,689,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000952,TX0000091494,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,726,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000953,TX0000091615,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,103,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000954,TX0000091652,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,140,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000955,TX0000091763,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,251,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000956,TX0000091847,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,335,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000957,TX0000091884,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,372,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000958,TX0000092069,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,557,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000959,TX0000092106,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,594,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000960,TX0000092227,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,715,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000961,TX0000092264,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,8,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000962,TX0000092385,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,129,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000963,TX0000092422,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,166,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000964,TX0000092533,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,277,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000965,TX0000092654,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,398,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000966,TX0000092839,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,583,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000967,TX0000092876,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,620,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000968,TX0000092997,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,741,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000969,TX0000093034,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,34,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000970,TX0000093192,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,192,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000971,TX0000093303,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,303,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000972,TX0000093414,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,414,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000973,TX0000093424,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,424,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000974,TX0000093609,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,609,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000975,TX0000093646,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,646,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000976,TX0000093767,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,23,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000977,TX0000093804,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,60,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000978,TX0000093962,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,218,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000979,TX0000094073,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,329,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000980,TX0000094184,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,440,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000981,TX0000094379,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,635,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000982,TX0000094416,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,672,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000983,TX0000094537,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,49,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000984,TX0000094574,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,86,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000985,TX0000094722,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,234,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000986,TX0000094843,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,355,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000987,TX0000094954,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,466,1,Risk operations review requested for elevated merchant and amount pattern.
