case_id,action_type,action_detail,status
RC00000791,Manual review,Review USD 3642.50 transaction before release.,recommended
RC00000791,Write risk note,Persist cluster_RING_151 as an elevated-risk signal.,recommended
RC00000792,Manual review,Review USD 930.00 transaction before release.,recommended
RC00000792,Write risk note,Persist cluster_RING_152 as an elevated-risk signal.,recommended
RC00000793,Manual review,Review USD 1136.80 transaction before release.,recommended
RC00000793,Write risk note,Persist cluster_RING_153 as an elevated-risk signal.,recommended
RC00000794,Manual review,Review USD 1266.90 transaction before release.,recommended
RC00000794,Write risk note,Persist cluster_RING_154 as an elevated-risk signal.,recommended
RC00000795,Manual review,Review USD 5572.00 transaction before release.,recommended
RC00000795,Write risk note,Persist cluster_RING_155 as an elevated-risk signal.,recommended
RC00000796,Manual review,Review USD 4940.00 transaction before release.,recommended
RC00000796,Write risk note,Persist cluster_RING_156 as an elevated-risk signal.,recommended
RC00000797,Manual review,Review USD 558.80 transaction before release.,recommended
RC00000797,Write risk note,Persist cluster_RING_157 as an elevated-risk signal.,recommended
RC00000798,Manual review,Review USD 3971.50 transaction before release.,recommended
RC00000798,Write risk note,Persist cluster_RING_158 as an elevated-risk signal.,recommended
RC00000799,Manual review,Review USD 2197.80 transaction before release.,recommended
RC00000799,Write risk note,Persist cluster_RING_159 as an elevated-risk signal.,recommended
RC00000800,Manual review,Review USD 1350.00 transaction before release.,recommended
RC00000800,Write risk note,Persist cluster_RING_160 as an elevated-risk signal.,recommended
RC00000801,Manual review,Review USD 1479.80 transaction before release.,recommended
RC00000801,Write risk note,Persist cluster_RING_161 as an elevated-risk signal.,recommended
RC00000802,Manual review,Review USD 1553.90 transaction before release.,recommended
RC00000802,Write risk note,Persist cluster_RING_162 as an elevated-risk signal.,recommended
RC00000803,Manual review,Review USD 6062.00 transaction before release.,recommended
RC00000803,Write risk note,Persist cluster_RING_163 as an elevated-risk signal.,recommended
RC00000804,Manual review,Review USD 624.00 transaction before release.,recommended
RC00000804,Write risk note,Persist cluster_RING_164 as an elevated-risk signal.,recommended
RC00000805,Manual review,Review USD 1746.80 transaction before release.,recommended
RC00000805,Write risk note,Persist cluster_RING_165 as an elevated-risk signal.,recommended
RC00000806,Manual review,Review USD 1010.50 transaction before release.,recommended
RC00000806,Write risk note,Persist cluster_RING_166 as an elevated-risk signal.,recommended
RC00000807,Manual review,Review USD 3655.80 transaction before release.,recommended
RC00000807,Write risk note,Persist cluster_RING_167 as an elevated-risk signal.,recommended
RC00000808,Manual review,Review USD 2970.00 transaction before release.,recommended
RC00000808,Write risk note,Persist cluster_RING_168 as an elevated-risk signal.,recommended
RC00000809,Manual review,Review USD 2802.80 transaction before release.,recommended
RC00000809,Write risk note,Persist cluster_RING_169 as an elevated-risk signal.,recommended
RC00000810,Manual review,Review USD 2660.90 transaction before release.,recommended
RC00000810,Write risk note,Persist cluster_RING_170 as an elevated-risk signal.,recommended
RC00000811,Manual review,Review USD 2028.00 transaction before release.,recommended
RC00000811,Write risk note,Persist cluster_RING_171 as an elevated-risk signal.,recommended
RC00000812,Manual review,Review USD 2054.80 transaction before release.,recommended
RC00000812,Write risk note,Persist cluster_RING_172 as an elevated-risk signal.,recommended
RC00000813,Hold transaction,Keep USD 24472.00 held pending fraud-ops review.,recommended
RC00000813,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000813,Write pattern memory,Persist cluster_RING_173 as a future recall signal.,recommended
RC00000814,Manual review,Review USD 4033.80 transaction before release.,recommended
RC00000814,Write risk note,Persist cluster_RING_174 as an elevated-risk signal.,recommended
RC00000815,Hold transaction,Keep USD 8240.00 held pending fraud-ops review.,recommended
RC00000815,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000815,Write pattern memory,Persist cluster_RING_175 as a future recall signal.,recommended
RC00000816,Manual review,Review USD 3390.00 transaction before release.,recommended
RC00000816,Write risk note,Persist cluster_RING_176 as an elevated-risk signal.,recommended
RC00000817,Manual review,Review USD 3145.80 transaction before release.,recommended
RC00000817,Write risk note,Persist cluster_RING_177 as an elevated-risk signal.,recommended
RC00000818,Manual review,Review USD 2947.90 transaction before release.,recommended
RC00000818,Write risk note,Persist cluster_RING_178 as an elevated-risk signal.,recommended
RC00000819,Manual review,Review USD 2392.00 transaction before release.,recommended
RC00000819,Write risk note,Persist cluster_RING_179 as an elevated-risk signal.,recommended
RC00000820,Manual review,Review USD 3242.80 transaction before release.,recommended
RC00000820,Write risk note,Persist cluster_RING_180 as an elevated-risk signal.,recommended
RC00000821,Manual review,Review USD 631.80 transaction before release.,recommended
RC00000821,Write risk note,Persist cluster_RING_181 as an elevated-risk signal.,recommended
RC00000822,Hold transaction,Keep USD 1940.00 held pending fraud-ops review.,recommended
RC00000822,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000822,Write pattern memory,Persist cluster_RING_182 as a future recall signal.,recommended
RC00000823,Manual review,Review USD 5010.00 transaction before release.,recommended
RC00000823,Write risk note,Persist cluster_RING_183 as an elevated-risk signal.,recommended
RC00000824,Manual review,Review USD 4468.80 transaction before release.,recommended
RC00000824,Write risk note,Persist cluster_RING_184 as an elevated-risk signal.,recommended
RC00000825,Manual review,Review USD 4054.90 transaction before release.,recommended
RC00000825,Write risk note,Persist cluster_RING_185 as an elevated-risk signal.,recommended
RC00000826,Manual review,Review USD 3796.00 transaction before release.,recommended
RC00000826,Write risk note,Persist cluster_RING_186 as an elevated-risk signal.,recommended
RC00000827,Manual review,Review USD 3550.80 transaction before release.,recommended
RC00000827,Write risk note,Persist cluster_RING_187 as an elevated-risk signal.,recommended
RC00000828,Manual review,Review USD 1009.80 transaction before release.,recommended
RC00000828,Write risk note,Persist cluster_RING_188 as an elevated-risk signal.,recommended
RC00000829,Hold transaction,Keep USD 2640.00 held pending fraud-ops review.,recommended
RC00000829,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000829,Write pattern memory,Persist cluster_RING_189 as a future recall signal.,recommended
RC00000830,Manual review,Review USD 5430.00 transaction before release.,recommended
RC00000830,Write risk note,Persist cluster_RING_190 as an elevated-risk signal.,recommended
RC00000831,Manual review,Review USD 4811.80 transaction before release.,recommended
RC00000831,Write risk note,Persist cluster_RING_191 as an elevated-risk signal.,recommended
RC00000832,Manual review,Review USD 651.90 transaction before release.,recommended
RC00000832,Write risk note,Persist cluster_RING_192 as an elevated-risk signal.,recommended
RC00000833,Manual review,Review USD 5688.00 transaction before release.,recommended
RC00000833,Write risk note,Persist cluster_RING_193 as an elevated-risk signal.,recommended
RC00000834,Manual review,Review USD 520.00 transaction before release.,recommended
RC00000834,Write risk note,Persist cluster_RING_194 as an elevated-risk signal.,recommended
RC00000835,Manual review,Review USD 778.80 transaction before release.,recommended
RC00000835,Write risk note,Persist cluster_RING_195 as an elevated-risk signal.,recommended
RC00000836,Manual review,Review USD 3258.90 transaction before release.,recommended
RC00000836,Write risk note,Persist cluster_RING_196 as an elevated-risk signal.,recommended
RC00000837,Manual review,Review USD 2467.80 transaction before release.,recommended
RC00000837,Write risk note,Persist cluster_RING_197 as an elevated-risk signal.,recommended
RC00000838,Hold transaction,Keep USD 5340.00 held pending fraud-ops review.,recommended
RC00000838,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000838,Write pattern memory,Persist cluster_RING_198 as a future recall signal.,recommended
RC00000839,Manual review,Review USD 1650.00 transaction before release.,recommended
RC00000839,Write risk note,Persist cluster_RING_199 as an elevated-risk signal.,recommended
RC00000840,Manual review,Review USD 1724.80 transaction before release.,recommended
RC00000840,Write risk note,Persist cluster_RING_140 as an elevated-risk signal.,recommended
RC00000841,Manual review,Review USD 1758.90 transaction before release.,recommended
RC00000841,Write risk note,Persist cluster_RING_141 as an elevated-risk signal.,recommended
RC00000842,Hold transaction,Keep USD 11720.00 held pending fraud-ops review.,recommended
RC00000842,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000842,Write pattern memory,Persist cluster_RING_142 as a future recall signal.,recommended
RC00000843,Manual review,Review USD 1086.80 transaction before release.,recommended
RC00000843,Write risk note,Persist cluster_RING_143 as an elevated-risk signal.,recommended
RC00000844,Manual review,Review USD 3615.90 transaction before release.,recommended
RC00000844,Write risk note,Persist cluster_RING_144 as an elevated-risk signal.,recommended
RC00000845,Manual review,Review USD 2845.80 transaction before release.,recommended
RC00000845,Write risk note,Persist cluster_RING_145 as an elevated-risk signal.,recommended
RC00000846,Hold transaction,Keep USD 6040.00 held pending fraud-ops review.,recommended
RC00000846,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000846,Write pattern memory,Persist cluster_RING_146 as a future recall signal.,recommended
RC00000847,Manual review,Review USD 2070.00 transaction before release.,recommended
RC00000847,Write risk note,Persist cluster_RING_147 as an elevated-risk signal.,recommended
RC00000848,Manual review,Review USD 2067.80 transaction before release.,recommended
RC00000848,Write risk note,Persist cluster_RING_148 as an elevated-risk signal.,recommended
RC00000849,Manual review,Review USD 2045.90 transaction before release.,recommended
RC00000849,Write risk note,Persist cluster_RING_149 as an elevated-risk signal.,recommended
RC00000850,Manual review,Review USD 4992.90 transaction before release.,recommended
RC00000850,Write risk note,Persist cluster_RING_150 as an elevated-risk signal.,recommended
RC00000851,Manual review,Review USD 670.80 transaction before release.,recommended
RC00000851,Write risk note,Persist cluster_RING_151 as an elevated-risk signal.,recommended
RC00000852,Manual review,Review USD 4303.80 transaction before release.,recommended
RC00000852,Write risk note,Persist cluster_RING_152 as an elevated-risk signal.,recommended
RC00000853,Hold transaction,Keep USD 8740.00 held pending fraud-ops review.,recommended
RC00000853,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000853,Write pattern memory,Persist cluster_RING_153 as a future recall signal.,recommended
RC00000854,Manual review,Review USD 3690.00 transaction before release.,recommended
RC00000854,Write risk note,Persist cluster_RING_154 as an elevated-risk signal.,recommended
RC00000855,Manual review,Review USD 3390.80 transaction before release.,recommended
RC00000855,Write risk note,Persist cluster_RING_155 as an elevated-risk signal.,recommended
RC00000856,Manual review,Review USD 3152.90 transaction before release.,recommended
RC00000856,Write risk note,Persist cluster_RING_156 as an elevated-risk signal.,recommended
RC00000857,Manual review,Review USD 759.90 transaction before release.,recommended
RC00000857,Write risk note,Persist cluster_RING_157 as an elevated-risk signal.,recommended
RC00000858,Manual review,Review USD 971.80 transaction before release.,recommended
RC00000858,Write risk note,Persist cluster_RING_158 as an elevated-risk signal.,recommended
RC00000859,Manual review,Review USD 4681.80 transaction before release.,recommended
RC00000859,Write risk note,Persist cluster_RING_159 as an elevated-risk signal.,recommended
RC00000860,Hold transaction,Keep USD 9440.00 held pending fraud-ops review.,recommended
RC00000860,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000860,Write pattern memory,Persist cluster_RING_160 as a future recall signal.,recommended
RC00000861,Hold transaction,Keep USD 20416.00 held pending fraud-ops review.,recommended
RC00000861,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000861,Write pattern memory,Persist cluster_RING_161 as a future recall signal.,recommended
RC00000862,Manual review,Review USD 3733.80 transaction before release.,recommended
RC00000862,Write risk note,Persist cluster_RING_162 as an elevated-risk signal.,recommended
RC00000863,Manual review,Review USD 3439.90 transaction before release.,recommended
RC00000863,Write risk note,Persist cluster_RING_163 as an elevated-risk signal.,recommended
RC00000864,Manual review,Review USD 2934.40 transaction before release.,recommended
RC00000864,Write risk note,Persist cluster_RING_164 as an elevated-risk signal.,recommended
RC00000865,Manual review,Review USD 2136.90 transaction before release.,recommended
RC00000865,Write risk note,Persist cluster_RING_165 as an elevated-risk signal.,recommended
RC00000866,Manual review,Review USD 2132.80 transaction before release.,recommended
RC00000866,Write risk note,Persist cluster_RING_166 as an elevated-risk signal.,recommended
RC00000867,Hold transaction,Keep USD 5157.00 held pending fraud-ops review.,recommended
RC00000867,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000867,Write pattern memory,Persist cluster_RING_167 as a future recall signal.,recommended
RC00000868,Manual review,Review USD 1279.80 transaction before release.,recommended
RC00000868,Write risk note,Persist cluster_RING_168 as an elevated-risk signal.,recommended
RC00000869,Hold transaction,Keep USD 3140.00 held pending fraud-ops review.,recommended
RC00000869,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000869,Write pattern memory,Persist cluster_RING_169 as a future recall signal.,recommended
RC00000870,Hold transaction,Keep USD 7152.00 held pending fraud-ops review.,recommended
RC00000870,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000870,Write pattern memory,Persist cluster_RING_170 as a future recall signal.,recommended
RC00000871,Manual review,Review USD 646.80 transaction before release.,recommended
RC00000871,Write risk note,Persist cluster_RING_171 as an elevated-risk signal.,recommended
RC00000872,Manual review,Review USD 856.90 transaction before release.,recommended
RC00000872,Write risk note,Persist cluster_RING_172 as an elevated-risk signal.,recommended
RC00000873,Manual review,Review USD 3326.40 transaction before release.,recommended
RC00000873,Write risk note,Persist cluster_RING_173 as an elevated-risk signal.,recommended
RC00000874,Manual review,Review USD 2493.90 transaction before release.,recommended
RC00000874,Write risk note,Persist cluster_RING_174 as an elevated-risk signal.,recommended
RC00000875,Manual review,Review USD 2433.80 transaction before release.,recommended
RC00000875,Write risk note,Persist cluster_RING_175 as an elevated-risk signal.,recommended
RC00000876,Hold transaction,Keep USD 5787.00 held pending fraud-ops review.,recommended
RC00000876,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000876,Write pattern memory,Persist cluster_RING_176 as a future recall signal.,recommended
RC00000877,Manual review,Review USD 1657.80 transaction before release.,recommended
RC00000877,Write risk note,Persist cluster_RING_177 as an elevated-risk signal.,recommended
RC00000878,Hold transaction,Keep USD 3840.00 held pending fraud-ops review.,recommended
RC00000878,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000878,Write pattern memory,Persist cluster_RING_178 as a future recall signal.,recommended
RC00000879,Manual review,Review USD 1143.90 transaction before release.,recommended
RC00000879,Write risk note,Persist cluster_RING_179 as an elevated-risk signal.,recommended
RC00000880,Manual review,Review USD 4838.40 transaction before release.,recommended
RC00000880,Write risk note,Persist cluster_RING_180 as an elevated-risk signal.,recommended
RC00000881,Manual review,Review USD 4516.80 transaction before release.,recommended
RC00000881,Write risk note,Persist cluster_RING_181 as an elevated-risk signal.,recommended
RC00000882,Manual review,Review USD 3870.90 transaction before release.,recommended
RC00000882,Write risk note,Persist cluster_RING_182 as an elevated-risk signal.,recommended
RC00000883,Manual review,Review USD 3594.80 transaction before release.,recommended
RC00000883,Write risk note,Persist cluster_RING_183 as an elevated-risk signal.,recommended
RC00000884,Hold transaction,Keep USD 8217.00 held pending fraud-ops review.,recommended
RC00000884,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000884,Write pattern memory,Persist cluster_RING_184 as a future recall signal.,recommended
RC00000885,Manual review,Review USD 3115.80 transaction before release.,recommended
RC00000885,Write risk note,Persist cluster_RING_185 as an elevated-risk signal.,recommended
RC00000886,Hold transaction,Keep USD 6540.00 held pending fraud-ops review.,recommended
RC00000886,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000886,Write pattern memory,Persist cluster_RING_186 as a future recall signal.,recommended
RC00000887,Manual review,Review USD 2250.90 transaction before release.,recommended
RC00000887,Write risk note,Persist cluster_RING_187 as an elevated-risk signal.,recommended
RC00000888,Manual review,Review USD 5230.40 transaction before release.,recommended
RC00000888,Write risk note,Persist cluster_RING_188 as an elevated-risk signal.,recommended
RC00000889,Manual review,Review USD 532.80 transaction before release.,recommended
RC00000889,Write risk note,Persist cluster_RING_189 as an elevated-risk signal.,recommended
RC00000890,Hold transaction,Keep USD 16640.00 held pending fraud-ops review.,recommended
RC00000890,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000890,Write pattern memory,Persist cluster_RING_190 as a future recall signal.,recommended
RC00000891,Manual review,Review USD 4227.90 transaction before release.,recommended
RC00000891,Write risk note,Persist cluster_RING_191 as an elevated-risk signal.,recommended
RC00000892,Manual review,Review USD 3895.80 transaction before release.,recommended
RC00000892,Write risk note,Persist cluster_RING_192 as an elevated-risk signal.,recommended
RC00000893,Hold transaction,Keep USD 8847.00 held pending fraud-ops review.,recommended
RC00000893,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000893,Write pattern memory,Persist cluster_RING_193 as a future recall signal.,recommended
RC00000894,Manual review,Review USD 3493.80 transaction before release.,recommended
RC00000894,Write risk note,Persist cluster_RING_194 as an elevated-risk signal.,recommended
RC00000895,Hold transaction,Keep USD 7240.00 held pending fraud-ops review.,recommended
RC00000895,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000895,Write pattern memory,Persist cluster_RING_195 as a future recall signal.,recommended
RC00000896,Manual review,Review USD 1702.40 transaction before release.,recommended
RC00000896,Write risk note,Persist cluster_RING_196 as an elevated-risk signal.,recommended
RC00000897,Manual review,Review USD 1828.80 transaction before release.,recommended
RC00000897,Write risk note,Persist cluster_RING_197 as an elevated-risk signal.,recommended
RC00000898,Hold transaction,Keep USD 25480.00 held pending fraud-ops review.,recommended
RC00000898,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000898,Write pattern memory,Persist cluster_RING_198 as a future recall signal.,recommended
RC00000899,Manual review,Review USD 1014.90 transaction before release.,recommended
RC00000899,Write risk note,Persist cluster_RING_199 as an elevated-risk signal.,recommended
RC00000900,Manual review,Review USD 1186.80 transaction before release.,recommended
RC00000900,Write risk note,Persist cluster_RING_140 as an elevated-risk signal.,recommended
RC00000901,Hold transaction,Keep USD 3177.00 held pending fraud-ops review.,recommended
RC00000901,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000901,Write pattern memory,Persist cluster_RING_141 as a future recall signal.,recommended
RC00000902,Hold transaction,Keep USD 9940.00 held pending fraud-ops review.,recommended
RC00000902,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000902,Write pattern memory,Persist cluster_RING_142 as a future recall signal.,recommended
RC00000903,Manual review,Review USD 2946.80 transaction before release.,recommended
RC00000903,Write risk note,Persist cluster_RING_143 as an elevated-risk signal.,recommended
RC00000904,Manual review,Review USD 2094.40 transaction before release.,recommended
RC00000904,Write risk note,Persist cluster_RING_144 as an elevated-risk signal.,recommended
RC00000905,Manual review,Review USD 2164.80 transaction before release.,recommended
RC00000905,Write risk note,Persist cluster_RING_145 as an elevated-risk signal.,recommended
RC00000906,Manual review,Review USD 1371.90 transaction before release.,recommended
RC00000906,Write risk note,Persist cluster_RING_146 as an elevated-risk signal.,recommended
RC00000907,Manual review,Review USD 1487.80 transaction before release.,recommended
RC00000907,Write risk note,Persist cluster_RING_147 as an elevated-risk signal.,recommended
RC00000908,Hold transaction,Keep USD 3807.00 held pending fraud-ops review.,recommended
RC00000908,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000908,Write pattern memory,Persist cluster_RING_148 as a future recall signal.,recommended
RC00000909,Hold transaction,Keep USD 1640.00 held pending fraud-ops review.,recommended
RC00000909,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000909,Write pattern memory,Persist cluster_RING_149 as a future recall signal.,recommended
RC00000910,Manual review,Review USD 3317.80 transaction before release.,recommended
RC00000910,Write risk note,Persist cluster_RING_150 as an elevated-risk signal.,recommended
RC00000911,Manual review,Review USD 3606.40 transaction before release.,recommended
RC00000911,Write risk note,Persist cluster_RING_151 as an elevated-risk signal.,recommended
RC00000912,Manual review,Review USD 3460.80 transaction before release.,recommended
RC00000912,Write risk note,Persist cluster_RING_152 as an elevated-risk signal.,recommended
RC00000913,Manual review,Review USD 2748.90 transaction before release.,recommended
RC00000913,Write risk note,Persist cluster_RING_153 as an elevated-risk signal.,recommended
RC00000914,Manual review,Review USD 2648.80 transaction before release.,recommended
RC00000914,Write risk note,Persist cluster_RING_154 as an elevated-risk signal.,recommended
RC00000915,Hold transaction,Keep USD 6237.00 held pending fraud-ops review.,recommended
RC00000915,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000915,Write pattern memory,Persist cluster_RING_155 as a future recall signal.,recommended
RC00000916,Manual review,Review USD 4748.80 transaction before release.,recommended
RC00000916,Write risk note,Persist cluster_RING_156 as an elevated-risk signal.,recommended
RC00000917,Manual review,Review USD 4378.50 transaction before release.,recommended
RC00000917,Write risk note,Persist cluster_RING_157 as an elevated-risk signal.,recommended
RC00000918,Manual review,Review USD 6336.00 transaction before release.,recommended
RC00000918,Write risk note,Persist cluster_RING_158 as an elevated-risk signal.,recommended
RC00000919,Manual review,Review USD 3998.40 transaction before release.,recommended
RC00000919,Write risk note,Persist cluster_RING_159 as an elevated-risk signal.,recommended
RC00000920,Manual review,Review USD 3796.80 transaction before release.,recommended
RC00000920,Write risk note,Persist cluster_RING_160 as an elevated-risk signal.,recommended
RC00000921,Hold transaction,Keep USD 976.00 held pending fraud-ops review.,recommended
RC00000921,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000921,Write pattern memory,Persist cluster_RING_161 as a future recall signal.,recommended
RC00000922,Manual review,Review USD 3105.90 transaction before release.,recommended
RC00000922,Write risk note,Persist cluster_RING_162 as an elevated-risk signal.,recommended
RC00000923,Manual review,Review USD 2949.80 transaction before release.,recommended
RC00000923,Write risk note,Persist cluster_RING_163 as an elevated-risk signal.,recommended
RC00000924,Hold transaction,Keep USD 6867.00 held pending fraud-ops review.,recommended
RC00000924,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000924,Write pattern memory,Persist cluster_RING_164 as a future recall signal.,recommended
RC00000925,Manual review,Review USD 5119.80 transaction before release.,recommended
RC00000925,Write risk note,Persist cluster_RING_165 as an elevated-risk signal.,recommended
RC00000926,Manual review,Review USD 643.50 transaction before release.,recommended
RC00000926,Write risk note,Persist cluster_RING_166 as an elevated-risk signal.,recommended
RC00000927,Hold transaction,Keep USD 12440.00 held pending fraud-ops review.,recommended
RC00000927,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000927,Write pattern memory,Persist cluster_RING_167 as a future recall signal.,recommended
RC00000928,Manual review,Review USD 5510.40 transaction before release.,recommended
RC00000928,Write risk note,Persist cluster_RING_168 as an elevated-risk signal.,recommended
RC00000929,Manual review,Review USD 772.80 transaction before release.,recommended
RC00000929,Write risk note,Persist cluster_RING_169 as an elevated-risk signal.,recommended
RC00000930,Hold transaction,Keep USD 3136.00 held pending fraud-ops review.,recommended
RC00000930,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000930,Write pattern memory,Persist cluster_RING_170 as a future recall signal.,recommended
RC00000931,Manual review,Review USD 4482.90 transaction before release.,recommended
RC00000931,Write risk note,Persist cluster_RING_171 as an elevated-risk signal.,recommended
RC00000932,Manual review,Review USD 4110.80 transaction before release.,recommended
RC00000932,Write risk note,Persist cluster_RING_172 as an elevated-risk signal.,recommended
RC00000933,Hold transaction,Keep USD 1197.00 held pending fraud-ops review.,recommended
RC00000933,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000933,Write pattern memory,Persist cluster_RING_173 as a future recall signal.,recommended
RC00000934,Manual review,Review USD 1780.80 transaction before release.,recommended
RC00000934,Write risk note,Persist cluster_RING_174 as an elevated-risk signal.,recommended
RC00000935,Manual review,Review USD 1858.50 transaction before release.,recommended
RC00000935,Write risk note,Persist cluster_RING_175 as an elevated-risk signal.,recommended
RC00000936,Manual review,Review USD 862.40 transaction before release.,recommended
RC00000936,Write risk note,Persist cluster_RING_176 as an elevated-risk signal.,recommended
RC00000937,Manual review,Review USD 1108.80 transaction before release.,recommended
RC00000937,Write risk note,Persist cluster_RING_177 as an elevated-risk signal.,recommended
RC00000938,Hold transaction,Keep USD 3696.00 held pending fraud-ops review.,recommended
RC00000938,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000938,Write pattern memory,Persist cluster_RING_178 as a future recall signal.,recommended
RC00000939,Manual review,Review USD 4839.90 transaction before release.,recommended
RC00000939,Write risk note,Persist cluster_RING_179 as an elevated-risk signal.,recommended
RC00000940,Manual review,Review USD 541.80 transaction before release.,recommended
RC00000940,Write risk note,Persist cluster_RING_180 as an elevated-risk signal.,recommended
RC00000941,Hold transaction,Keep USD 1827.00 held pending fraud-ops review.,recommended
RC00000941,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000941,Write pattern memory,Persist cluster_RING_181 as a future recall signal.,recommended
RC00000942,Manual review,Review USD 2151.80 transaction before release.,recommended
RC00000942,Write risk note,Persist cluster_RING_182 as an elevated-risk signal.,recommended
RC00000943,Manual review,Review USD 2173.50 transaction before release.,recommended
RC00000943,Write risk note,Persist cluster_RING_183 as an elevated-risk signal.,recommended
RC00000944,Manual review,Review USD 2374.40 transaction before release.,recommended
RC00000944,Write risk note,Persist cluster_RING_184 as an elevated-risk signal.,recommended
RC00000945,Manual review,Review USD 2404.80 transaction before release.,recommended
RC00000945,Write risk note,Persist cluster_RING_185 as an elevated-risk signal.,recommended
RC00000946,Hold transaction,Keep USD 5856.00 held pending fraud-ops review.,recommended
RC00000946,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000946,Write pattern memory,Persist cluster_RING_186 as a future recall signal.,recommended
RC00000947,Manual review,Review USD 1702.80 transaction before release.,recommended
RC00000947,Write risk note,Persist cluster_RING_187 as an elevated-risk signal.,recommended
RC00000948,Hold transaction,Keep USD 4257.00 held pending fraud-ops review.,recommended
RC00000948,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000948,Write pattern memory,Persist cluster_RING_188 as a future recall signal.,recommended
RC00000949,Manual review,Review USD 4290.00 transaction before release.,recommended
RC00000949,Write risk note,Persist cluster_RING_189 as an elevated-risk signal.,recommended
RC00000950,Hold transaction,Keep USD 21208.00 held pending fraud-ops review.,recommended
RC00000950,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000950,Write pattern memory,Persist cluster_RING_190 as a future recall signal.,recommended
RC00000951,Manual review,Review USD 3582.80 transaction before release.,recommended
RC00000951,Write risk note,Persist cluster_RING_191 as an elevated-risk signal.,recommended
RC00000952,Manual review,Review USD 3388.50 transaction before release.,recommended
RC00000952,Write risk note,Persist cluster_RING_192 as an elevated-risk signal.,recommended
RC00000953,Manual review,Review USD 2766.40 transaction before release.,recommended
RC00000953,Write risk note,Persist cluster_RING_193 as an elevated-risk signal.,recommended
RC00000954,Manual review,Review USD 2740.80 transaction before release.,recommended
RC00000954,Write risk note,Persist cluster_RING_194 as an elevated-risk signal.,recommended
RC00000955,Hold transaction,Keep USD 6416.00 held pending fraud-ops review.,recommended
RC00000955,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000955,Write pattern memory,Persist cluster_RING_195 as a future recall signal.,recommended
RC00000956,Manual review,Review USD 2003.80 transaction before release.,recommended
RC00000956,Write risk note,Persist cluster_RING_196 as an elevated-risk signal.,recommended
RC00000957,Hold transaction,Keep USD 4887.00 held pending fraud-ops review.,recommended
RC00000957,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000957,Write pattern memory,Persist cluster_RING_197 as a future recall signal.,recommended
RC00000958,Manual review,Review USD 4640.00 transaction before release.,recommended
RC00000958,Write risk note,Persist cluster_RING_198 as an elevated-risk signal.,recommended
RC00000959,Manual review,Review USD 441.00 transaction before release.,recommended
RC00000959,Write risk note,Persist cluster_RING_199 as an elevated-risk signal.,recommended
RC00000960,Manual review,Review USD 3953.80 transaction before release.,recommended
RC00000960,Write risk note,Persist cluster_RING_140 as an elevated-risk signal.,recommended
RC00000961,Manual review,Review USD 3703.50 transaction before release.,recommended
RC00000961,Write risk note,Persist cluster_RING_141 as an elevated-risk signal.,recommended
RC00000962,Manual review,Review USD 4278.40 transaction before release.,recommended
RC00000962,Write risk note,Persist cluster_RING_142 as an elevated-risk signal.,recommended
