case_id,score,confidence,narrative,payload_json,resolved_payload_json
RC00000797,53,0.7800,Elevated-risk investigation for RC00000797; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-157"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000798,57,0.7800,Elevated-risk investigation for RC00000798; keep under review pending confirmation.,"{""score"":57,""confidence"":0.78,""ring"":""RING-158"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000799,53,0.7800,Elevated-risk investigation for RC00000799; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-159"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000800,52,0.7800,Elevated-risk investigation for RC00000800; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-160"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000801,52,0.7800,Elevated-risk investigation for RC00000801; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-161"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000802,52,0.7800,Elevated-risk investigation for RC00000802; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-162"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000803,58,0.7800,Elevated-risk investigation for RC00000803; keep under review pending confirmation.,"{""score"":58,""confidence"":0.78,""ring"":""RING-163"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000804,51,0.7800,Elevated-risk investigation for RC00000804; keep under review pending confirmation.,"{""score"":51,""confidence"":0.78,""ring"":""RING-164"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000805,53,0.7800,Elevated-risk investigation for RC00000805; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-165"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000806,52,0.7800,Elevated-risk investigation for RC00000806; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-166"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000807,56,0.7800,Elevated-risk investigation for RC00000807; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-167"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000808,55,0.7800,Elevated-risk investigation for RC00000808; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-168"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000809,55,0.7800,Elevated-risk investigation for RC00000809; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-169"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000810,55,0.7800,Elevated-risk investigation for RC00000810; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-170"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000811,54,0.7800,Elevated-risk investigation for RC00000811; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-171"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000812,54,0.7800,Elevated-risk investigation for RC00000812; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-172"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000813,97,0.9100,High-confidence fraud investigation for RC00000813; keep the transaction held and open dispute workflow.,"{""score"":97,""confidence"":0.91,""ring"":""RING-173"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000814,55,0.7800,Elevated-risk investigation for RC00000814; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-174"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000815,95,0.9100,High-confidence fraud investigation for RC00000815; keep the transaction held and open dispute workflow.,"{""score"":95,""confidence"":0.91,""ring"":""RING-175"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000816,54,0.7800,Elevated-risk investigation for RC00000816; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-176"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000817,54,0.7800,Elevated-risk investigation for RC00000817; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-177"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000818,54,0.7800,Elevated-risk investigation for RC00000818; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-178"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000819,53,0.7800,Elevated-risk investigation for RC00000819; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-179"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000820,54,0.7800,Elevated-risk investigation for RC00000820; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-180"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000821,52,0.7800,Elevated-risk investigation for RC00000821; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-181"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000822,89,0.9100,High-confidence fraud investigation for RC00000822; keep the transaction held and open dispute workflow.,"{""score"":89,""confidence"":0.91,""ring"":""RING-182"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000823,57,0.7800,Elevated-risk investigation for RC00000823; keep under review pending confirmation.,"{""score"":57,""confidence"":0.78,""ring"":""RING-183"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000824,57,0.7800,Elevated-risk investigation for RC00000824; keep under review pending confirmation.,"{""score"":57,""confidence"":0.78,""ring"":""RING-184"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000825,56,0.7800,Elevated-risk investigation for RC00000825; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-185"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000826,56,0.7800,Elevated-risk investigation for RC00000826; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-186"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000827,56,0.7800,Elevated-risk investigation for RC00000827; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-187"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000828,53,0.7800,Elevated-risk investigation for RC00000828; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-188"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000829,88,0.9100,High-confidence fraud investigation for RC00000829; keep the transaction held and open dispute workflow.,"{""score"":88,""confidence"":0.91,""ring"":""RING-189"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000830,59,0.7800,Elevated-risk investigation for RC00000830; keep under review pending confirmation.,"{""score"":59,""confidence"":0.78,""ring"":""RING-190"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000831,56,0.7800,Elevated-risk investigation for RC00000831; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-191"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000832,51,0.7800,Elevated-risk investigation for RC00000832; keep under review pending confirmation.,"{""score"":51,""confidence"":0.78,""ring"":""RING-192"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000833,82,0.7800,Elevated-risk investigation for RC00000833; keep under review pending confirmation.,"{""score"":82,""confidence"":0.78,""ring"":""RING-193"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000834,50,0.7800,Elevated-risk investigation for RC00000834; keep under review pending confirmation.,"{""score"":50,""confidence"":0.78,""ring"":""RING-194"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000835,51,0.7800,Elevated-risk investigation for RC00000835; keep under review pending confirmation.,"{""score"":51,""confidence"":0.78,""ring"":""RING-195"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000836,55,0.7800,Elevated-risk investigation for RC00000836; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-196"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000837,54,0.7800,Elevated-risk investigation for RC00000837; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-197"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000838,93,0.9100,High-confidence fraud investigation for RC00000838; keep the transaction held and open dispute workflow.,"{""score"":93,""confidence"":0.91,""ring"":""RING-198"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000839,53,0.7800,Elevated-risk investigation for RC00000839; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-199"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000840,53,0.7800,Elevated-risk investigation for RC00000840; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-140"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000841,53,0.7800,Elevated-risk investigation for RC00000841; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-141"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000842,91,0.9100,High-confidence fraud investigation for RC00000842; keep the transaction held and open dispute workflow.,"{""score"":91,""confidence"":0.91,""ring"":""RING-142"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000843,52,0.7800,Elevated-risk investigation for RC00000843; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-143"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000844,56,0.7800,Elevated-risk investigation for RC00000844; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-144"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000845,55,0.7800,Elevated-risk investigation for RC00000845; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-145"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000846,95,0.9100,High-confidence fraud investigation for RC00000846; keep the transaction held and open dispute workflow.,"{""score"":95,""confidence"":0.91,""ring"":""RING-146"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000847,54,0.7800,Elevated-risk investigation for RC00000847; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-147"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000848,55,0.7800,Elevated-risk investigation for RC00000848; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-148"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000849,55,0.7800,Elevated-risk investigation for RC00000849; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-149"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000850,57,0.7800,Elevated-risk investigation for RC00000850; keep under review pending confirmation.,"{""score"":57,""confidence"":0.78,""ring"":""RING-150"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000851,51,0.7800,Elevated-risk investigation for RC00000851; keep under review pending confirmation.,"{""score"":51,""confidence"":0.78,""ring"":""RING-151"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000852,56,0.7800,Elevated-risk investigation for RC00000852; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-152"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000853,96,0.9100,High-confidence fraud investigation for RC00000853; keep the transaction held and open dispute workflow.,"{""score"":96,""confidence"":0.91,""ring"":""RING-153"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000854,55,0.7800,Elevated-risk investigation for RC00000854; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-154"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000855,55,0.7800,Elevated-risk investigation for RC00000855; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-155"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000856,55,0.7800,Elevated-risk investigation for RC00000856; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-156"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000857,53,0.7800,Elevated-risk investigation for RC00000857; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-157"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000858,53,0.7800,Elevated-risk investigation for RC00000858; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-158"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000859,57,0.7800,Elevated-risk investigation for RC00000859; keep under review pending confirmation.,"{""score"":57,""confidence"":0.78,""ring"":""RING-159"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000860,99,0.9100,High-confidence fraud investigation for RC00000860; keep the transaction held and open dispute workflow.,"{""score"":99,""confidence"":0.91,""ring"":""RING-160"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000861,95,0.9100,High-confidence fraud investigation for RC00000861; keep the transaction held and open dispute workflow.,"{""score"":95,""confidence"":0.91,""ring"":""RING-161"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000862,56,0.7800,Elevated-risk investigation for RC00000862; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-162"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000863,56,0.7800,Elevated-risk investigation for RC00000863; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-163"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000864,54,0.7800,Elevated-risk investigation for RC00000864; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-164"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000865,53,0.7800,Elevated-risk investigation for RC00000865; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-165"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000866,53,0.7800,Elevated-risk investigation for RC00000866; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-166"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000867,92,0.9100,High-confidence fraud investigation for RC00000867; keep the transaction held and open dispute workflow.,"{""score"":92,""confidence"":0.91,""ring"":""RING-167"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000868,52,0.7800,Elevated-risk investigation for RC00000868; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-168"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000869,89,0.9100,High-confidence fraud investigation for RC00000869; keep the transaction held and open dispute workflow.,"{""score"":89,""confidence"":0.91,""ring"":""RING-169"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000870,86,0.9100,High-confidence fraud investigation for RC00000870; keep the transaction held and open dispute workflow.,"{""score"":86,""confidence"":0.91,""ring"":""RING-170"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000871,51,0.7800,Elevated-risk investigation for RC00000871; keep under review pending confirmation.,"{""score"":51,""confidence"":0.78,""ring"":""RING-171"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000872,51,0.7800,Elevated-risk investigation for RC00000872; keep under review pending confirmation.,"{""score"":51,""confidence"":0.78,""ring"":""RING-172"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000873,55,0.7800,Elevated-risk investigation for RC00000873; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-173"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000874,54,0.7800,Elevated-risk investigation for RC00000874; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-174"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000875,54,0.7800,Elevated-risk investigation for RC00000875; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-175"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000876,94,0.9100,High-confidence fraud investigation for RC00000876; keep the transaction held and open dispute workflow.,"{""score"":94,""confidence"":0.91,""ring"":""RING-176"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000877,53,0.7800,Elevated-risk investigation for RC00000877; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-177"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000878,91,0.9100,High-confidence fraud investigation for RC00000878; keep the transaction held and open dispute workflow.,"{""score"":91,""confidence"":0.91,""ring"":""RING-178"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000879,53,0.7800,Elevated-risk investigation for RC00000879; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-179"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000880,56,0.7800,Elevated-risk investigation for RC00000880; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-180"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000881,56,0.7800,Elevated-risk investigation for RC00000881; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-181"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000882,55,0.7800,Elevated-risk investigation for RC00000882; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-182"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000883,54,0.7800,Elevated-risk investigation for RC00000883; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-183"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000884,95,0.9100,High-confidence fraud investigation for RC00000884; keep the transaction held and open dispute workflow.,"{""score"":95,""confidence"":0.91,""ring"":""RING-184"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000885,54,0.7800,Elevated-risk investigation for RC00000885; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-185"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000886,93,0.9100,High-confidence fraud investigation for RC00000886; keep the transaction held and open dispute workflow.,"{""score"":93,""confidence"":0.91,""ring"":""RING-186"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000887,53,0.7800,Elevated-risk investigation for RC00000887; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-187"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000888,57,0.7800,Elevated-risk investigation for RC00000888; keep under review pending confirmation.,"{""score"":57,""confidence"":0.78,""ring"":""RING-188"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000889,52,0.7800,Elevated-risk investigation for RC00000889; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-189"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000890,95,0.9100,High-confidence fraud investigation for RC00000890; keep the transaction held and open dispute workflow.,"{""score"":95,""confidence"":0.91,""ring"":""RING-190"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000891,56,0.7800,Elevated-risk investigation for RC00000891; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-191"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000892,56,0.7800,Elevated-risk investigation for RC00000892; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-192"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000893,97,0.9100,High-confidence fraud investigation for RC00000893; keep the transaction held and open dispute workflow.,"{""score"":97,""confidence"":0.91,""ring"":""RING-193"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000894,55,0.7800,Elevated-risk investigation for RC00000894; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-194"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000895,95,0.9100,High-confidence fraud investigation for RC00000895; keep the transaction held and open dispute workflow.,"{""score"":95,""confidence"":0.91,""ring"":""RING-195"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000896,54,0.7800,Elevated-risk investigation for RC00000896; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-196"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000897,54,0.7800,Elevated-risk investigation for RC00000897; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-197"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000898,97,0.9100,High-confidence fraud investigation for RC00000898; keep the transaction held and open dispute workflow.,"{""score"":97,""confidence"":0.91,""ring"":""RING-198"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000899,53,0.7800,Elevated-risk investigation for RC00000899; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-199"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000900,51,0.7800,Elevated-risk investigation for RC00000900; keep under review pending confirmation.,"{""score"":51,""confidence"":0.78,""ring"":""RING-140"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000901,89,0.9100,High-confidence fraud investigation for RC00000901; keep the transaction held and open dispute workflow.,"{""score"":89,""confidence"":0.91,""ring"":""RING-141"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000902,97,0.9100,High-confidence fraud investigation for RC00000902; keep the transaction held and open dispute workflow.,"{""score"":97,""confidence"":0.91,""ring"":""RING-142"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000903,54,0.7800,Elevated-risk investigation for RC00000903; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-143"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000904,53,0.7800,Elevated-risk investigation for RC00000904; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-144"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000905,53,0.7800,Elevated-risk investigation for RC00000905; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-145"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000906,52,0.7800,Elevated-risk investigation for RC00000906; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-146"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000907,53,0.7800,Elevated-risk investigation for RC00000907; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-147"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000908,91,0.9100,High-confidence fraud investigation for RC00000908; keep the transaction held and open dispute workflow.,"{""score"":91,""confidence"":0.91,""ring"":""RING-148"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000909,88,0.9100,High-confidence fraud investigation for RC00000909; keep the transaction held and open dispute workflow.,"{""score"":88,""confidence"":0.91,""ring"":""RING-149"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000910,56,0.7800,Elevated-risk investigation for RC00000910; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-150"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000911,56,0.7800,Elevated-risk investigation for RC00000911; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-151"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000912,56,0.7800,Elevated-risk investigation for RC00000912; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-152"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000913,55,0.7800,Elevated-risk investigation for RC00000913; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-153"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000914,55,0.7800,Elevated-risk investigation for RC00000914; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-154"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000915,95,0.9100,High-confidence fraud investigation for RC00000915; keep the transaction held and open dispute workflow.,"{""score"":95,""confidence"":0.91,""ring"":""RING-155"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000916,56,0.7800,Elevated-risk investigation for RC00000916; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-156"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000917,56,0.7800,Elevated-risk investigation for RC00000917; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-157"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000918,83,0.7800,Elevated-risk investigation for RC00000918; keep under review pending confirmation.,"{""score"":83,""confidence"":0.78,""ring"":""RING-158"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000919,55,0.7800,Elevated-risk investigation for RC00000919; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-159"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000920,55,0.7800,Elevated-risk investigation for RC00000920; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-160"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000921,87,0.9100,High-confidence fraud investigation for RC00000921; keep the transaction held and open dispute workflow.,"{""score"":87,""confidence"":0.91,""ring"":""RING-161"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000922,54,0.7800,Elevated-risk investigation for RC00000922; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-162"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000923,54,0.7800,Elevated-risk investigation for RC00000923; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-163"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000924,94,0.9100,High-confidence fraud investigation for RC00000924; keep the transaction held and open dispute workflow.,"{""score"":94,""confidence"":0.91,""ring"":""RING-164"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000925,58,0.7800,Elevated-risk investigation for RC00000925; keep under review pending confirmation.,"{""score"":58,""confidence"":0.78,""ring"":""RING-165"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000926,52,0.7800,Elevated-risk investigation for RC00000926; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-166"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000927,92,0.9100,High-confidence fraud investigation for RC00000927; keep the transaction held and open dispute workflow.,"{""score"":92,""confidence"":0.91,""ring"":""RING-167"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000928,58,0.7800,Elevated-risk investigation for RC00000928; keep under review pending confirmation.,"{""score"":58,""confidence"":0.78,""ring"":""RING-168"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000929,53,0.7800,Elevated-risk investigation for RC00000929; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-169"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
